display(log)
check(C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/NumberConcept_1.txt)
model is syntactically correct
data(C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/data.txt)
data loaded
compile(1)
model compiled
inits(1,C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/init_1.txt)
this chain contains uninitialized variables
refresh(1)
gen.inits()
initial values generated, model initialized
update(1000)
set(pp)
set(ppz)
set(ppb)
set(v)
set(z)
thin.updater(1)
update(2000)
coda(*,C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/coda)
stats(*)

Node statistics
	 node	 mean	 sd	 MC error	2.5%	median	97.5%	start	sample
	pp[21,10]	7.96	4.316	0.1003	3.0	6.0	15.0	1001	2000
	pp[21,11]	8.214	4.452	0.1201	4.0	6.0	15.0	1001	2000
	pp[21,12]	7.957	4.312	0.1032	3.0	6.0	15.0	1001	2000
	pp[21,13]	8.037	4.311	0.09395	4.0	6.0	15.0	1001	2000
	pp[21,14]	8.174	4.492	0.1064	4.0	6.0	15.0	1001	2000
	pp[21,15]	7.952	4.316	0.1148	3.0	6.0	15.0	1001	2000
	pp[22,1]	1.707	2.561	0.0665	1.0	1.0	13.0	1001	2000
	pp[22,2]	2.688	2.514	0.05628	2.0	2.0	15.0	1001	2000
	pp[22,3]	3.771	2.557	0.05252	3.0	3.0	15.0	1001	2000
	pp[22,4]	4.632	2.219	0.04677	4.0	4.0	15.0	1001	2000
	pp[22,5]	9.053	4.231	0.08342	3.0	8.0	15.0	1001	2000
	pp[22,6]	9.1	4.303	0.1074	2.0	8.0	15.0	1001	2000
	pp[22,7]	9.234	4.37	0.09312	2.0	8.0	15.0	1001	2000
	pp[22,8]	9.341	4.341	0.09524	3.0	8.0	15.0	1001	2000
	pp[22,9]	9.242	4.37	0.09738	2.0	8.0	15.0	1001	2000
	pp[22,10]	9.12	4.311	0.08043	2.0	8.0	15.0	1001	2000
	pp[22,11]	9.187	4.352	0.08313	2.0	8.0	15.0	1001	2000
	pp[22,12]	9.145	4.297	0.08654	2.0	8.0	15.0	1001	2000
	pp[22,13]	9.21	4.31	0.1073	3.0	8.0	15.0	1001	2000
	pp[22,14]	9.14	4.304	0.09403	2.0	8.0	15.0	1001	2000
	pp[22,15]	9.11	4.439	0.1135	2.0	8.0	15.0	1001	2000
	pp[23,1]	1.833	2.63	0.06348	1.0	1.0	13.0	1001	2000
	pp[23,2]	2.727	2.453	0.05288	2.0	2.0	15.0	1001	2000
	pp[23,3]	3.814	2.492	0.05111	3.0	3.0	15.0	1001	2000
	pp[23,4]	7.393	4.309	0.08077	3.0	5.0	15.0	1001	2000
	pp[23,5]	8.188	4.41	0.08989	3.0	6.0	15.0	1001	2000
	pp[23,6]	8.339	4.397	0.09935	3.0	7.0	15.0	1001	2000
	pp[23,7]	8.309	4.428	0.07577	3.0	6.0	15.0	1001	2000
	pp[23,8]	8.263	4.395	0.09888	3.0	7.0	15.0	1001	2000
	pp[23,9]	8.195	4.32	0.102	3.0	7.0	15.0	1001	2000
	pp[23,10]	8.28	4.437	0.1162	3.0	6.0	15.0	1001	2000
	pp[23,11]	8.283	4.442	0.1071	3.0	6.0	15.0	1001	2000
	pp[23,12]	8.346	4.46	0.09788	3.0	7.0	15.0	1001	2000
	pp[23,13]	8.044	4.314	0.09806	3.0	6.0	15.0	1001	2000
	pp[23,14]	8.238	4.362	0.07507	3.0	7.0	15.0	1001	2000
	pp[23,15]	8.178	4.323	0.09133	3.0	6.0	15.0	1001	2000
	pp[24,1]	1.893	2.921	0.05332	1.0	1.0	15.0	1001	2000
	pp[24,2]	2.701	2.554	0.06702	2.0	2.0	15.0	1001	2000
	pp[24,3]	3.785	2.632	0.0552	3.0	3.0	15.0	1001	2000
	pp[24,4]	4.707	2.381	0.06219	4.0	4.0	15.0	1001	2000
	pp[24,5]	9.156	4.306	0.09324	3.0	8.0	15.0	1001	2000
	pp[24,6]	9.145	4.323	0.09417	3.0	8.0	15.0	1001	2000
	pp[24,7]	9.165	4.301	0.08903	3.0	8.0	15.0	1001	2000
	pp[24,8]	9.166	4.332	0.0874	3.0	8.0	15.0	1001	2000
	pp[24,9]	9.136	4.323	0.1016	3.0	8.0	15.0	1001	2000
	pp[24,10]	9.168	4.379	0.08851	2.0	8.0	15.0	1001	2000
	pp[24,11]	9.094	4.285	0.08611	2.0	8.0	15.0	1001	2000
	pp[24,12]	9.23	4.307	0.1037	3.0	8.0	15.0	1001	2000
	pp[24,13]	9.069	4.363	0.09731	2.0	8.0	15.0	1001	2000
	pp[24,14]	9.156	4.298	0.1063	3.0	8.0	15.0	1001	2000
	pp[24,15]	9.015	4.269	0.103	3.0	7.0	15.0	1001	2000
	pp[25,1]	1.808	2.808	0.05435	1.0	1.0	15.0	1001	2000
	pp[25,2]	2.675	2.496	0.04639	2.0	2.0	15.0	1001	2000
	pp[25,3]	3.72	2.439	0.05885	3.0	3.0	15.0	1001	2000
	pp[25,4]	4.649	2.286	0.05682	4.0	4.0	15.0	1001	2000
	pp[25,5]	9.133	4.343	0.09568	3.0	8.0	15.0	1001	2000
	pp[25,6]	9.089	4.28	0.1018	3.0	8.0	15.0	1001	2000
	pp[25,7]	9.291	4.378	0.08983	2.0	8.0	15.0	1001	2000
	pp[25,8]	9.149	4.33	0.1023	2.0	8.0	15.0	1001	2000
	pp[25,9]	9.266	4.369	0.09996	2.0	8.0	15.0	1001	2000
	pp[25,10]	9.188	4.3	0.09376	3.0	8.0	15.0	1001	2000
	pp[25,11]	9.145	4.33	0.09457	3.0	8.0	15.0	1001	2000
	pp[25,12]	9.288	4.342	0.1077	3.0	8.0	15.0	1001	2000
	pp[25,13]	9.2	4.271	0.09198	3.0	8.0	15.0	1001	2000
	pp[25,14]	9.127	4.317	0.1179	3.0	8.0	15.0	1001	2000
	pp[25,15]	9.129	4.373	0.09666	3.0	8.0	15.0	1001	2000
	pp[26,1]	1.668	2.605	0.05819	1.0	1.0	15.0	1001	2000
	pp[26,2]	2.437	2.023	0.04566	2.0	2.0	10.0	1001	2000
	pp[26,3]	3.554	2.237	0.05705	3.0	3.0	15.0	1001	2000
	pp[26,4]	4.638	2.254	0.05045	4.0	4.0	15.0	1001	2000
	pp[26,5]	7.795	4.084	0.1059	4.0	5.0	15.0	1001	2000
	pp[26,6]	8.1	3.869	0.07378	3.0	6.0	15.0	1001	2000
	pp[26,7]	8.453	3.782	0.07746	3.0	7.0	15.0	1001	2000
	pp[26,8]	8.603	3.665	0.08629	3.0	8.0	15.0	1001	2000
	pp[26,9]	8.957	3.67	0.07696	3.0	9.0	15.0	1001	2000
	pp[26,10]	9.118	3.738	0.1014	2.0	10.0	15.0	1001	2000
	pp[26,11]	9.263	3.911	0.1063	2.0	11.0	15.0	1001	2000
	pp[26,12]	9.185	4.286	0.09883	1.0	8.0	15.0	1001	2000
	pp[26,13]	10.07	4.149	0.1102	2.0	13.0	15.0	1001	2000
	pp[26,14]	10.05	4.489	0.1083	2.0	10.0	15.0	1001	2000
	pp[26,15]	10.85	4.586	0.1072	3.0	15.0	15.0	1001	2000
	pp[27,1]	1.921	2.925	0.06211	1.0	1.0	15.0	1001	2000
	pp[27,2]	2.634	2.344	0.04539	2.0	2.0	13.0	1001	2000
	pp[27,3]	3.747	2.425	0.0528	3.0	3.0	15.0	1001	2000
	pp[27,4]	5.421	3.213	0.07024	4.0	4.0	15.0	1001	2000
	pp[27,5]	8.88	4.382	0.1132	3.0	7.0	15.0	1001	2000
	pp[27,6]	8.938	4.308	0.08517	3.0	7.0	15.0	1001	2000
	pp[27,7]	8.966	4.307	0.1072	3.0	8.0	15.0	1001	2000
	pp[27,8]	8.763	4.315	0.1216	3.0	7.0	15.0	1001	2000
	pp[27,9]	9.136	4.364	0.08423	3.0	8.0	15.0	1001	2000
	pp[27,10]	8.774	4.357	0.08156	3.0	7.0	15.0	1001	2000
	pp[27,11]	8.9	4.401	0.09068	3.0	7.0	15.0	1001	2000
	pp[27,12]	8.754	4.329	0.0889	2.0	7.0	15.0	1001	2000
	pp[27,13]	8.849	4.363	0.07852	2.0	7.0	15.0	1001	2000
	pp[27,14]	8.884	4.336	0.1017	3.0	7.0	15.0	1001	2000
	pp[27,15]	8.87	4.369	0.1122	2.0	7.0	15.0	1001	2000
	pp[28,1]	1.869	2.864	0.06711	1.0	1.0	15.0	1001	2000
	pp[28,2]	2.623	2.379	0.06319	2.0	2.0	14.0	1001	2000
	pp[28,3]	3.76	2.533	0.05839	3.0	3.0	15.0	1001	2000
	pp[28,4]	4.611	2.207	0.05821	4.0	4.0	15.0	1001	2000
	pp[28,5]	9.201	4.294	0.1033	3.0	8.0	15.0	1001	2000
	pp[28,6]	9.02	4.234	0.1069	3.0	8.0	15.0	1001	2000
	pp[28,7]	9.225	4.343	0.09465	2.0	8.0	15.0	1001	2000
	pp[28,8]	9.175	4.298	0.07691	2.0	8.0	15.0	1001	2000
	pp[28,9]	9.123	4.371	0.08881	2.0	8.0	15.0	1001	2000
	pp[28,10]	9.041	4.282	0.09209	2.0	8.0	15.0	1001	2000
	pp[28,11]	9.23	4.364	0.09432	2.0	8.0	15.0	1001	2000
	pp[28,12]	9.065	4.275	0.09973	2.0	8.0	15.0	1001	2000
	pp[28,13]	9.231	4.345	0.08468	2.0	8.0	15.0	1001	2000
	pp[28,14]	9.154	4.343	0.1016	3.0	8.0	15.0	1001	2000
	pp[28,15]	9.066	4.344	0.0818	3.0	7.0	15.0	1001	2000
	pp[29,1]	1.857	2.827	0.05566	1.0	1.0	15.0	1001	2000
	pp[29,2]	2.575	2.283	0.04416	2.0	2.0	14.0	1001	2000
	pp[29,3]	3.707	2.475	0.05335	3.0	3.0	15.0	1001	2000
	pp[29,4]	4.833	2.657	0.05504	4.0	4.0	15.0	1001	2000
	pp[29,5]	9.33	4.342	0.1083	3.0	8.0	15.0	1001	2000
	pp[29,6]	9.286	4.376	0.09445	2.0	8.0	15.0	1001	2000
	pp[29,7]	9.082	4.341	0.09179	3.0	7.0	15.0	1001	2000
	pp[29,8]	9.08	4.321	0.08175	3.0	8.0	15.0	1001	2000
	pp[29,9]	9.069	4.346	0.1133	2.0	8.0	15.0	1001	2000
	pp[29,10]	9.006	4.342	0.09299	2.0	8.0	15.0	1001	2000
	pp[29,11]	9.06	4.247	0.08966	3.0	7.0	15.0	1001	2000
	pp[29,12]	9.063	4.294	0.1108	3.0	8.0	15.0	1001	2000
	pp[29,13]	9.155	4.293	0.09126	3.0	8.0	15.0	1001	2000
	pp[29,14]	9.22	4.384	0.1029	2.0	8.0	15.0	1001	2000
	pp[29,15]	9.258	4.337	0.08506	3.0	8.0	15.0	1001	2000
	pp[30,1]	1.069	0.8548	0.01862	1.0	1.0	1.0	1001	2000
	pp[30,2]	2.038	0.6257	0.01632	2.0	2.0	2.0	1001	2000
	pp[30,3]	3.068	0.8151	0.01745	3.0	3.0	3.0	1001	2000
	pp[30,4]	4.075	0.9027	0.02077	4.0	4.0	4.0	1001	2000
	pp[30,5]	5.154	1.198	0.02418	5.0	5.0	7.0	1001	2000
	pp[30,6]	6.093	1.278	0.02809	5.0	6.0	8.0	1001	2000
	pp[30,7]	6.99	1.156	0.02763	4.0	7.0	7.0	1001	2000
	pp[30,8]	7.925	1.216	0.02425	5.0	8.0	8.0	1001	2000
	pp[30,9]	8.742	1.871	0.04258	2.0	9.0	15.0	1001	2000
	pp[30,10]	9.61	1.98	0.03833	2.0	10.0	13.0	1001	2000
	pp[30,11]	10.07	2.74	0.06054	2.0	11.0	14.0	1001	2000
	pp[30,12]	9.623	4.17	0.08452	1.0	12.0	15.0	1001	2000
	pp[30,13]	12.13	2.805	0.07251	2.0	13.0	13.0	1001	2000
	pp[30,14]	12.48	3.707	0.0918	2.0	14.0	15.0	1001	2000
	pp[30,15]	14.68	1.747	0.03847	7.0	15.0	15.0	1001	2000
	pp[31,1]	1.091	0.9556	0.01997	1.0	1.0	1.0	1001	2000
	pp[31,2]	2.051	0.6644	0.01318	2.0	2.0	2.0	1001	2000
	pp[31,3]	3.071	0.8312	0.01787	3.0	3.0	3.0	1001	2000
	pp[31,4]	4.088	0.9164	0.01953	4.0	4.0	4.0	1001	2000
	pp[31,5]	5.131	1.193	0.02698	5.0	5.0	6.0	1001	2000
	pp[31,6]	6.068	1.132	0.02688	5.0	6.0	7.0	1001	2000
	pp[31,7]	7.029	1.244	0.02745	5.0	7.0	8.0	1001	2000
	pp[31,8]	7.979	1.232	0.02835	5.0	8.0	8.0	1001	2000
	pp[31,9]	8.671	1.906	0.04399	2.0	9.0	13.0	1001	2000
	pp[31,10]	9.527	2.108	0.0428	2.0	10.0	15.0	1001	2000
	pp[31,11]	10.02	2.92	0.05981	2.0	11.0	15.0	1001	2000
	pp[31,12]	9.616	4.131	0.1012	1.0	12.0	15.0	1001	2000
	pp[31,13]	12.15	2.77	0.06359	2.0	13.0	13.0	1001	2000
	pp[31,14]	12.49	3.669	0.08287	2.0	14.0	15.0	1001	2000
	pp[31,15]	14.69	1.725	0.03094	8.0	15.0	15.0	1001	2000
	pp[32,1]	1.075	0.8323	0.01922	1.0	1.0	1.0	1001	2000
	pp[32,2]	2.079	0.8656	0.01907	2.0	2.0	2.0	1001	2000
	pp[32,3]	3.029	0.4424	0.009276	3.0	3.0	3.0	1001	2000
	pp[32,4]	4.103	1.01	0.02603	4.0	4.0	4.0	1001	2000
	pp[32,5]	5.146	1.208	0.02424	5.0	5.0	6.0	1001	2000
	pp[32,6]	6.131	1.424	0.02973	5.0	6.0	9.0	1001	2000
	pp[32,7]	7.01	1.153	0.02656	5.0	7.0	7.0	1001	2000
	pp[32,8]	7.97	1.307	0.03197	5.0	8.0	8.0	1001	2000
	pp[32,9]	8.7	1.741	0.03325	3.0	9.0	9.0	1001	2000
	pp[32,10]	9.368	2.267	0.04368	2.0	10.0	10.0	1001	2000
	pp[32,11]	10.05	2.846	0.05842	2.0	11.0	15.0	1001	2000
	pp[32,12]	9.601	4.118	0.09799	1.0	12.0	15.0	1001	2000
	pp[32,13]	12.16	2.742	0.06436	2.0	13.0	13.0	1001	2000
	pp[32,14]	12.49	3.737	0.08442	1.0	14.0	15.0	1001	2000
	pp[32,15]	14.67	1.767	0.04208	7.0	15.0	15.0	1001	2000
	pp[33,1]	1.045	0.6372	0.0127	1.0	1.0	1.0	1001	2000
	pp[33,2]	2.061	0.7722	0.01672	2.0	2.0	2.0	1001	2000
	pp[33,3]	3.042	0.6163	0.01335	3.0	3.0	3.0	1001	2000
	pp[33,4]	4.104	0.9953	0.02106	4.0	4.0	4.0	1001	2000
	pp[33,5]	5.109	1.094	0.02298	5.0	5.0	6.0	1001	2000
	pp[33,6]	6.081	1.15	0.02368	5.0	6.0	6.0	1001	2000
	pp[33,7]	7.01	1.203	0.0246	5.0	7.0	8.0	1001	2000
	pp[33,8]	7.916	1.25	0.02792	5.0	8.0	8.0	1001	2000
	pp[33,9]	8.684	1.74	0.0433	3.0	9.0	9.0	1001	2000
	pp[33,10]	9.498	2.203	0.0457	2.0	10.0	15.0	1001	2000
	pp[33,11]	10.0	2.896	0.07093	1.0	11.0	15.0	1001	2000
	pp[33,12]	9.473	4.205	0.09578	1.0	12.0	15.0	1001	2000
	pp[33,13]	12.13	2.818	0.06117	2.0	13.0	15.0	1001	2000
	pp[33,14]	12.5	3.677	0.07354	2.0	14.0	15.0	1001	2000
	pp[33,15]	14.73	1.627	0.03897	9.0	15.0	15.0	1001	2000
	pp[34,1]	1.087	0.8712	0.02195	1.0	1.0	1.0	1001	2000
	pp[34,2]	2.065	0.811	0.01832	2.0	2.0	2.0	1001	2000
	pp[34,3]	3.074	0.8072	0.0171	3.0	3.0	3.0	1001	2000
	pp[34,4]	4.079	0.9229	0.0228	4.0	4.0	4.0	1001	2000
	pp[34,5]	5.17	1.33	0.02911	5.0	5.0	6.0	1001	2000
	pp[34,6]	6.12	1.258	0.02974	5.0	6.0	8.0	1001	2000
	pp[34,7]	7.043	1.288	0.02724	5.0	7.0	8.0	1001	2000
	pp[34,8]	7.946	1.248	0.02754	5.0	8.0	8.0	1001	2000
	pp[34,9]	8.668	1.767	0.04261	2.0	9.0	9.0	1001	2000
	pp[34,10]	9.599	2.088	0.04737	2.0	10.0	15.0	1001	2000
	pp[34,11]	10.0	2.839	0.06216	1.0	11.0	15.0	1001	2000
	pp[34,12]	9.56	4.207	0.08445	1.0	12.0	15.0	1001	2000
	pp[34,13]	12.17	2.768	0.06359	2.0	13.0	15.0	1001	2000
	pp[34,14]	12.53	3.666	0.06364	2.0	14.0	15.0	1001	2000
	pp[34,15]	14.67	1.774	0.0368	7.0	15.0	15.0	1001	2000
	pp[35,1]	1.099	0.9895	0.01928	1.0	1.0	1.0	1001	2000
	pp[35,2]	2.037	0.6026	0.01347	2.0	2.0	2.0	1001	2000
	pp[35,3]	3.023	0.4527	0.0105	3.0	3.0	3.0	1001	2000
	pp[35,4]	4.018	0.5632	0.01121	4.0	4.0	4.0	1001	2000
	pp[35,5]	5.09	1.03	0.02502	5.0	5.0	5.0	1001	2000
	pp[35,6]	6.069	1.088	0.02307	6.0	6.0	6.0	1001	2000
	pp[35,7]	6.979	1.134	0.02427	5.0	7.0	7.0	1001	2000
	pp[35,8]	7.942	1.075	0.02344	5.0	8.0	8.0	1001	2000
	pp[35,9]	8.687	1.895	0.04266	2.0	9.0	12.0	1001	2000
	pp[35,10]	9.502	2.111	0.04783	2.0	10.0	10.0	1001	2000
	pp[35,11]	10.02	2.868	0.0746	2.0	11.0	15.0	1001	2000
	pp[35,12]	9.553	4.13	0.085	1.0	12.0	15.0	1001	2000
	pp[35,13]	12.27	2.619	0.06224	2.0	13.0	13.0	1001	2000
	pp[35,14]	12.57	3.638	0.07189	2.0	14.0	15.0	1001	2000
	pp[35,15]	14.78	1.465	0.0306	15.0	15.0	15.0	1001	2000
	pp[36,1]	1.079	0.9238	0.02296	1.0	1.0	1.0	1001	2000
	pp[36,2]	2.054	0.7461	0.01593	2.0	2.0	2.0	1001	2000
	pp[36,3]	3.031	0.4843	0.01055	3.0	3.0	3.0	1001	2000
	pp[36,4]	4.086	0.8716	0.02042	4.0	4.0	4.0	1001	2000
	pp[36,5]	5.133	1.115	0.02393	5.0	5.0	6.0	1001	2000
	pp[36,6]	6.065	1.103	0.02313	5.0	6.0	7.0	1001	2000
	pp[36,7]	7.051	1.212	0.02691	5.0	7.0	8.0	1001	2000
	pp[36,8]	7.939	1.197	0.02573	5.0	8.0	8.0	1001	2000
	pp[36,9]	8.691	1.844	0.03777	2.0	9.0	12.0	1001	2000
	pp[36,10]	9.51	2.204	0.05494	2.0	10.0	15.0	1001	2000
	pp[36,11]	9.975	2.835	0.06095	1.0	11.0	14.0	1001	2000
	pp[36,12]	9.488	4.222	0.09933	1.0	12.0	15.0	1001	2000
	pp[36,13]	12.22	2.685	0.05519	2.0	13.0	13.0	1001	2000
	pp[36,14]	12.47	3.705	0.1003	2.0	14.0	15.0	1001	2000
	pp[36,15]	14.64	1.913	0.03244	6.0	15.0	15.0	1001	2000
	pp[37,1]	1.052	0.6602	0.01419	1.0	1.0	1.0	1001	2000
	pp[37,2]	2.058	0.7744	0.01679	2.0	2.0	2.0	1001	2000
	pp[37,3]	3.066	0.7853	0.01508	3.0	3.0	3.0	1001	2000
	pp[37,4]	4.037	0.6218	0.01526	4.0	4.0	4.0	1001	2000
	pp[37,5]	5.132	1.16	0.02471	5.0	5.0	6.0	1001	2000
	pp[37,6]	6.057	1.174	0.02386	5.0	6.0	7.0	1001	2000
	pp[37,7]	7.021	1.21	0.02435	5.0	7.0	8.0	1001	2000
	pp[37,8]	7.962	1.179	0.02165	5.0	8.0	8.0	1001	2000
	pp[37,9]	8.677	1.881	0.04188	2.0	9.0	13.0	1001	2000
	pp[37,10]	9.476	2.222	0.04097	2.0	10.0	15.0	1001	2000
	pp[37,11]	10.08	2.842	0.07706	1.0	11.0	15.0	1001	2000
	pp[37,12]	9.621	4.134	0.09578	1.0	12.0	15.0	1001	2000
	pp[37,13]	12.19	2.677	0.05694	3.0	13.0	13.0	1001	2000
	pp[37,14]	12.64	3.524	0.07493	2.0	14.0	15.0	1001	2000
	pp[37,15]	14.68	1.758	0.03755	8.0	15.0	15.0	1001	2000
	pp[38,1]	1.044	0.5857	0.0134	1.0	1.0	1.0	1001	2000
	pp[38,2]	2.034	0.6284	0.01621	2.0	2.0	2.0	1001	2000
	pp[38,3]	3.016	0.3959	0.00865	3.0	3.0	3.0	1001	2000
	pp[38,4]	4.008	0.3639	0.007973	4.0	4.0	4.0	1001	2000
	pp[38,5]	5.016	0.418	0.008764	5.0	5.0	5.0	1001	2000
	pp[38,6]	5.976	0.8264	0.01748	6.0	6.0	6.0	1001	2000
	pp[38,7]	6.96	0.8671	0.01819	7.0	7.0	7.0	1001	2000
	pp[38,8]	7.923	0.922	0.02254	8.0	8.0	8.0	1001	2000
	pp[38,9]	8.691	1.59	0.03236	3.0	9.0	9.0	1001	2000
	pp[38,10]	9.486	2.123	0.04032	2.0	10.0	10.0	1001	2000
	pp[38,11]	10.01	2.84	0.05528	1.0	11.0	14.0	1001	2000
	pp[38,12]	9.614	4.181	0.09444	1.0	12.0	15.0	1001	2000
	pp[38,13]	12.26	2.664	0.06079	2.0	13.0	13.0	1001	2000
	pp[38,14]	12.66	3.585	0.07443	2.0	14.0	14.0	1001	2000
	pp[38,15]	14.9	1.048	0.02264	15.0	15.0	15.0	1001	2000
	pp[39,1]	1.036	0.5359	0.01489	1.0	1.0	1.0	1001	2000
	pp[39,2]	2.036	0.5707	0.01178	2.0	2.0	2.0	1001	2000
	pp[39,3]	3.036	0.6006	0.0125	3.0	3.0	3.0	1001	2000
	pp[39,4]	4.04	0.6917	0.01506	4.0	4.0	4.0	1001	2000
	pp[39,5]	5.02	0.475	0.009589	5.0	5.0	5.0	1001	2000
	pp[39,6]	5.989	0.7841	0.01765	6.0	6.0	6.0	1001	2000
	pp[39,7]	6.952	0.9382	0.02027	6.0	7.0	7.0	1001	2000
	pp[39,8]	7.879	1.022	0.02224	5.0	8.0	8.0	1001	2000
	pp[39,9]	8.716	1.571	0.03395	3.0	9.0	9.0	1001	2000
	pp[39,10]	9.528	2.018	0.05123	2.0	10.0	10.0	1001	2000
	pp[39,11]	10.01	2.876	0.05472	1.0	11.0	14.0	1001	2000
	pp[39,12]	9.696	4.14	0.08688	1.0	12.0	15.0	1001	2000
	pp[39,13]	12.32	2.522	0.04448	2.0	13.0	13.0	1001	2000
	pp[39,14]	12.55	3.693	0.08339	1.0	14.0	15.0	1001	2000
	pp[39,15]	14.8	1.508	0.02912	15.0	15.0	15.0	1001	2000
	pp[40,1]	1.039	0.5296	0.01144	1.0	1.0	1.0	1001	2000
	pp[40,2]	2.054	0.7326	0.01862	2.0	2.0	2.0	1001	2000
	pp[40,3]	3.034	0.6609	0.01435	3.0	3.0	3.0	1001	2000
	pp[40,4]	4.023	0.5749	0.01191	4.0	4.0	4.0	1001	2000
	pp[40,5]	5.035	0.6624	0.01581	5.0	5.0	5.0	1001	2000
	pp[40,6]	6.002	0.6896	0.01653	6.0	6.0	6.0	1001	2000
	pp[40,7]	6.944	0.9999	0.02434	5.0	7.0	7.0	1001	2000
	pp[40,8]	7.934	0.9645	0.02279	7.0	8.0	8.0	1001	2000
	pp[40,9]	8.671	1.737	0.04166	2.0	9.0	9.0	1001	2000
	pp[40,10]	9.43	2.091	0.04555	2.0	10.0	10.0	1001	2000
	pp[40,11]	10.12	2.711	0.05711	2.0	11.0	14.0	1001	2000
	pp[40,12]	9.626	4.157	0.104	1.0	12.0	15.0	1001	2000
	pp[40,13]	12.21	2.696	0.06326	2.0	13.0	13.0	1001	2000
	pp[40,14]	12.61	3.622	0.08627	2.0	14.0	14.0	1001	2000
	pp[40,15]	14.84	1.336	0.02845	15.0	15.0	15.0	1001	2000
	pp[41,1]	1.023	0.3201	0.008111	1.0	1.0	1.0	1001	2000
	pp[41,2]	2.022	0.4817	0.01022	2.0	2.0	2.0	1001	2000
	pp[41,3]	3.043	0.6198	0.01594	3.0	3.0	3.0	1001	2000
	pp[41,4]	4.006	0.3646	0.008134	4.0	4.0	4.0	1001	2000
	pp[41,5]	5.009	0.4999	0.0124	5.0	5.0	5.0	1001	2000
	pp[41,6]	5.968	0.7966	0.01159	6.0	6.0	6.0	1001	2000
	pp[41,7]	6.934	0.8131	0.01814	6.0	7.0	7.0	1001	2000
	pp[41,8]	7.91	0.9189	0.02517	8.0	8.0	8.0	1001	2000
	pp[41,9]	8.709	1.594	0.02849	3.0	9.0	9.0	1001	2000
	pp[41,10]	9.539	1.986	0.04548	2.0	10.0	10.0	1001	2000
	pp[41,11]	10.09	2.79	0.07314	2.0	11.0	15.0	1001	2000
	pp[41,12]	9.641	4.151	0.09415	1.0	12.0	15.0	1001	2000
	pp[41,13]	12.26	2.655	0.05177	2.0	13.0	13.0	1001	2000
	pp[41,14]	12.69	3.555	0.07963	2.0	14.0	14.0	1001	2000
	pp[41,15]	14.88	1.111	0.02116	15.0	15.0	15.0	1001	2000
	pp[42,1]	1.06	0.7396	0.01459	1.0	1.0	1.0	1001	2000
	pp[42,2]	2.076	0.8782	0.02215	2.0	2.0	2.0	1001	2000
	pp[42,3]	3.059	0.7962	0.01856	3.0	3.0	3.0	1001	2000
	pp[42,4]	4.063	0.7675	0.01634	4.0	4.0	4.0	1001	2000
	pp[42,5]	5.162	1.273	0.03208	5.0	5.0	7.0	1001	2000
	pp[42,6]	6.095	1.286	0.02807	5.0	6.0	7.0	1001	2000
	pp[42,7]	7.008	1.14	0.02601	5.0	7.0	8.0	1001	2000
	pp[42,8]	7.971	1.243	0.02544	5.0	8.0	8.0	1001	2000
	pp[42,9]	8.613	1.889	0.04762	2.0	9.0	9.0	1001	2000
	pp[42,10]	9.454	2.148	0.05065	2.0	10.0	13.0	1001	2000
	pp[42,11]	10.05	2.793	0.06181	1.0	11.0	15.0	1001	2000
	pp[42,12]	9.676	4.106	0.08971	1.0	12.0	15.0	1001	2000
	pp[42,13]	12.17	2.768	0.05593	2.0	13.0	15.0	1001	2000
	pp[42,14]	12.44	3.765	0.09483	1.0	14.0	15.0	1001	2000
	pp[42,15]	14.64	1.871	0.04028	6.0	15.0	15.0	1001	2000
	pp[43,1]	1.089	0.8535	0.01914	1.0	1.0	1.0	1001	2000
	pp[43,2]	2.098	0.979	0.02353	2.0	2.0	2.0	1001	2000
	pp[43,3]	3.108	1.059	0.0214	3.0	3.0	3.0	1001	2000
	pp[43,4]	4.082	0.8434	0.01727	4.0	4.0	4.0	1001	2000
	pp[43,5]	5.189	1.407	0.03235	5.0	5.0	8.0	1001	2000
	pp[43,6]	6.048	1.131	0.02983	5.0	6.0	6.0	1001	2000
	pp[43,7]	7.027	1.383	0.02948	4.0	7.0	9.0	1001	2000
	pp[43,8]	7.925	1.275	0.02547	4.0	8.0	8.0	1001	2000
	pp[43,9]	8.697	1.796	0.04373	3.0	9.0	10.0	1001	2000
	pp[43,10]	9.449	2.228	0.04824	2.0	10.0	14.0	1001	2000
	pp[43,11]	9.97	2.875	0.06297	2.0	11.0	15.0	1001	2000
	pp[43,12]	9.627	4.158	0.1026	1.0	12.0	15.0	1001	2000
	pp[43,13]	12.14	2.854	0.06555	2.0	13.0	14.0	1001	2000
	pp[43,14]	12.47	3.722	0.09092	2.0	14.0	15.0	1001	2000
	pp[43,15]	14.68	1.701	0.04049	7.0	15.0	15.0	1001	2000
	pp[44,1]	1.133	1.223	0.02659	1.0	1.0	1.0	1001	2000
	pp[44,2]	2.042	0.6072	0.01311	2.0	2.0	2.0	1001	2000
