1001	-0.1679
1002	-0.3272
1003	-0.2019
1004	-0.3715
1005	-0.4022
1006	-0.4385
1007	-0.3376
1008	-0.2879
1009	-0.09226
1010	-0.1283
1011	-0.1489
1012	-0.4488
1013	-0.3988
1014	-0.2111
1015	-0.1633
1016	-0.1949
1017	0.1533
1018	0.02019
1019	-0.1049
1020	-0.2143
1021	-0.3091
1022	-0.1791
1023	-0.259
1024	-0.182
1025	-0.2775
1026	-0.1415
1027	-0.2448
1028	-0.3369
1029	-0.2798
1030	-0.3108
1031	-0.3744
1032	-0.1434
1033	-0.3526
1034	-0.3506
1035	-0.4607
1036	-0.521
1037	-0.3065
1038	-0.3222
1039	-0.21
1040	-0.1579
1041	-0.3141
1042	-0.6105
1043	-0.6588
1044	-0.6797
1045	-0.5164
1046	-0.5072
1047	-0.4205
1048	-0.2875
1049	-0.3099
1050	-0.3648
1051	-0.3526
1052	-0.4233
1053	-0.4043
1054	-0.3993
1055	-0.6803
1056	-0.4367
1057	-0.587
1058	-0.5328
1059	-0.4787
1060	-0.4992
1061	-0.497
1062	-0.3913
1063	-0.3721
1064	-0.388
1065	-0.443
1066	-0.3636
1067	-0.2656
1068	-0.2576
1069	-0.1617
1070	-0.1737
1071	-0.2567
1072	-0.3435
1073	-0.563
1074	-0.3693
1075	-0.5324
1076	-0.4056
1077	-0.2399
1078	-0.2511
1079	-0.2926
1080	-0.2826
1081	-0.1039
1082	-0.2114
1083	-0.1378
1084	-0.3623
1085	-0.2362
1086	-0.3521
1087	-0.2607
1088	-0.1022
1089	-0.08176
1090	-0.1395
1091	-0.2636
1092	-0.1465
1093	-0.2772
1094	-0.2642
1095	-0.3179
1096	-0.4193
1097	-0.194
1098	-0.2393
1099	-0.291
1100	0.01425
1101	-0.03964
1102	0.004945
1103	0.005994
1104	-0.06731
1105	-0.2371
1106	-0.2425
1107	-0.2616
1108	-0.3303
1109	-0.07677
1110	-0.09301
1111	-0.1553
1112	-0.2808
1113	0.01089
1114	0.06173
1115	-0.05078
1116	-0.1796
1117	-0.07279
1118	-0.05061
1119	0.02029
1120	-0.08746
1121	-0.1078
1122	-0.5806
1123	-0.4208
1124	-0.3901
1125	-0.3731
1126	-0.316
1127	-0.6024
1128	-0.3408
1129	-0.2029
1130	-0.4456
1131	-0.3855
1132	-0.2738
1133	0.01226
1134	0.05007
1135	0.0579
1136	0.1077
1137	-0.3404
1138	-0.1867
1139	-0.164
1140	-0.1822
1141	-0.1413
1142	-0.1713
1143	-0.186
1144	-0.1053
1145	-0.2977
1146	-0.3086
1147	-0.1802
1148	-0.2344
1149	-0.03784
1150	-0.3055
1151	-0.2117
1152	0.1039
1153	-0.04574
1154	-0.2612
1155	-0.2082
1156	-0.1846
1157	-0.235
1158	-0.2187
1159	-0.2085
1160	-0.08265
1161	0.02745
1162	0.2288
1163	-0.2383
1164	-0.5301
1165	-0.4029
1166	-0.3764
1167	-0.3904
1168	-0.14
1169	-0.2588
1170	-0.4144
1171	-0.1696
1172	-0.2208
1173	-0.09686
1174	-0.4397
1175	-0.4965
1176	-0.04909
1177	-0.3362
1178	-0.4415
1179	-0.6357
1180	-0.3615
1181	-0.4009
1182	-0.1103
1183	-0.2545
1184	-0.35
