1,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,3,3,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
1,1,2,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,2,2,2,3,3,3,3,3,4,0,0,0,0,0,0,0
1,2,3,3,3,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,3,3,3,3,3,4,5,0,0,0,0,0,0,0,0,0,0
1,2,2,2,3,3,3,3,3,4,4,4,5,5,5,0,0,0,0,0,0
1,1,2,2,3,3,3,3,3,4,4,4,5,0,0,0,0,0,0,0,0
1,3,3,4,4,4,5,5,5,5,6,6,0,0,0,0,0,0,0,0,0
1,3,3,3,4,4,4,5,5,5,5,6,6,0,0,0,0,0,0,0,0
1,2,2,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1,2,3,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,3,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,3,3,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0
1,2,3,3,3,4,4,4,5,6,6,0,0,0,0,0,0,0,0,0,0
1,3,3,3,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
1,3,3,3,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,4,5,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,3,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,4,5,5,5,5,6,6,6,0,0,0,0,0,0,0,0,0,0
1,3,3,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,3,3,3,3,4,4,4,4,5,5,0,0,0,0,0,0,0
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
